frame,number of cars
128,"[[825.0, 422.0, 960.0, 540.0, 0.9163543581962585, 2.0], [815.0, 290.0, 902.0, 339.0, 0.9063034057617188, 2.0], [695.0, 242.0, 740.0, 266.0, 0.850882887840271, 2.0], [542.0, 241.0, 575.0, 267.0, 0.8474474549293518, 2.0], [281.0, 211.0, 311.0, 233.0, 0.8118152618408203, 2.0], [573.0, 225.0, 606.0, 248.0, 0.8094633221626282, 2.0], [357.0, 215.0, 383.0, 239.0, 0.8028713464736938, 2.0], [403.0, 195.0, 419.0, 206.0, 0.7744663953781128, 2.0], [582.0, 208.0, 603.0, 223.0, 0.7482089400291443, 2.0], [643.0, 216.0, 675.0, 237.0, 0.7453471422195435, 2.0], [0.0, 140.0, 31.0, 157.0, 0.7001557946205139, 2.0], [399.0, 180.0, 411.0, 189.0, 0.5695265531539917, 2.0], [509.0, 193.0, 525.0, 208.0, 0.566959023475647, 2.0], [534.0, 191.0, 549.0, 204.0, 0.5627244114875793, 2.0], [548.0, 185.0, 560.0, 196.0, 0.42875394225120544, 2.0], [561.0, 182.0, 573.0, 193.0, 0.29969096183776855, 2.0]]"
129,"[[805.0, 406.0, 959.0, 516.0, 0.925204336643219, 2.0], [804.0, 286.0, 888.0, 333.0, 0.8999825716018677, 2.0], [540.0, 239.0, 573.0, 263.0, 0.8894416093826294, 2.0], [689.0, 240.0, 735.0, 265.0, 0.8867235779762268, 2.0], [280.0, 212.0, 310.0, 233.0, 0.8285102248191833, 2.0], [403.0, 195.0, 418.0, 207.0, 0.7700924277305603, 2.0], [355.0, 217.0, 381.0, 240.0, 0.7520204782485962, 2.0], [642.0, 215.0, 672.0, 236.0, 0.7033064961433411, 2.0], [0.0, 140.0, 28.0, 157.0, 0.6644042730331421, 2.0], [573.0, 223.0, 603.0, 246.0, 0.6568841338157654, 2.0], [581.0, 209.0, 603.0, 222.0, 0.6362974643707275, 2.0], [398.0, 180.0, 410.0, 189.0, 0.5056127309799194, 2.0], [509.0, 194.0, 524.0, 207.0, 0.4821080267429352, 2.0], [533.0, 190.0, 548.0, 204.0, 0.4190417528152466, 2.0], [560.0, 182.0, 572.0, 194.0, 0.35637685656547546, 2.0], [547.0, 185.0, 559.0, 196.0, 0.3122204542160034, 2.0]]"
130,"[[789.0, 392.0, 956.0, 494.0, 0.9369739890098572, 2.0], [796.0, 282.0, 878.0, 328.0, 0.9102441072463989, 2.0], [539.0, 237.0, 570.0, 261.0, 0.8934043645858765, 2.0], [687.0, 239.0, 730.0, 262.0, 0.8820801973342896, 2.0], [276.0, 213.0, 307.0, 234.0, 0.8491803407669067, 2.0], [353.0, 218.0, 380.0, 242.0, 0.7899205684661865, 2.0], [570.0, 222.0, 600.0, 245.0, 0.783033549785614, 2.0], [401.0, 196.0, 417.0, 208.0, 0.7375895977020264, 2.0], [640.0, 215.0, 670.0, 235.0, 0.7263942956924438, 2.0], [580.0, 208.0, 599.0, 221.0, 0.7213131785392761, 2.0], [0.0, 140.0, 26.0, 158.0, 0.5612236857414246, 2.0], [509.0, 193.0, 523.0, 207.0, 0.5550699234008789, 2.0], [397.0, 180.0, 409.0, 190.0, 0.5486590266227722, 2.0], [559.0, 182.0, 571.0, 193.0, 0.4243212938308716, 2.0], [532.0, 191.0, 547.0, 204.0, 0.2914528250694275, 2.0], [536.0, 233.0, 588.0, 257.0, 0.2752302289009094, 2.0], [546.0, 184.0, 559.0, 195.0, 0.253031462430954, 2.0]]"
131,"[[774.0, 380.0, 928.0, 476.0, 0.929909348487854, 2.0], [789.0, 279.0, 865.0, 324.0, 0.9181707501411438, 2.0], [351.0, 220.0, 378.0, 244.0, 0.8788715600967407, 2.0], [685.0, 237.0, 725.0, 260.0, 0.8713661432266235, 2.0], [538.0, 236.0, 569.0, 259.0, 0.8207298517227173, 2.0], [400.0, 197.0, 417.0, 209.0, 0.7811132073402405, 2.0], [274.0, 213.0, 305.0, 236.0, 0.7752938866615295, 2.0], [568.0, 222.0, 598.0, 244.0, 0.770453155040741, 2.0], [637.0, 214.0, 667.0, 234.0, 0.6903310418128967, 2.0], [578.0, 207.0, 599.0, 220.0, 0.6676777601242065, 2.0], [397.0, 181.0, 409.0, 191.0, 0.5500509142875671, 2.0], [0.0, 140.0, 23.0, 158.0, 0.5306548476219177, 2.0], [508.0, 192.0, 523.0, 207.0, 0.49297618865966797, 2.0], [559.0, 181.0, 571.0, 193.0, 0.40832194685935974, 2.0], [532.0, 191.0, 547.0, 204.0, 0.358805388212204, 2.0]]"
132,"[[780.0, 276.0, 855.0, 319.0, 0.9057357907295227, 2.0], [759.0, 368.0, 901.0, 458.0, 0.8829087615013123, 2.0], [348.0, 221.0, 376.0, 246.0, 0.8750712275505066, 2.0], [681.0, 236.0, 720.0, 259.0, 0.8713383078575134, 2.0], [536.0, 234.0, 567.0, 257.0, 0.8055795431137085, 2.0], [399.0, 197.0, 417.0, 210.0, 0.7911176085472107, 2.0], [567.0, 221.0, 598.0, 242.0, 0.7744987607002258, 2.0], [635.0, 214.0, 665.0, 233.0, 0.7597123980522156, 2.0], [578.0, 207.0, 597.0, 219.0, 0.7596451640129089, 2.0], [272.0, 214.0, 304.0, 237.0, 0.6701974868774414, 2.0], [0.0, 140.0, 20.0, 158.0, 0.6144979000091553, 2.0], [396.0, 181.0, 408.0, 191.0, 0.550902247428894, 2.0], [507.0, 191.0, 522.0, 206.0, 0.5244907140731812, 2.0], [532.0, 191.0, 546.0, 203.0, 0.4979810118675232, 2.0], [559.0, 181.0, 570.0, 193.0, 0.34677740931510925, 2.0], [501.0, 178.0, 512.0, 189.0, 0.32482191920280457, 2.0]]"
133,"[[746.0, 357.0, 879.0, 442.0, 0.931402862071991, 2.0], [773.0, 273.0, 845.0, 314.0, 0.8875697255134583, 2.0], [345.0, 222.0, 375.0, 248.0, 0.860313355922699, 2.0], [269.0, 215.0, 301.0, 238.0, 0.8283219337463379, 2.0], [536.0, 233.0, 565.0, 255.0, 0.816216230392456, 2.0], [398.0, 199.0, 417.0, 211.0, 0.7900083065032959, 2.0], [633.0, 213.0, 662.0, 232.0, 0.7888719439506531, 2.0], [678.0, 235.0, 717.0, 257.0, 0.7797123789787292, 2.0], [567.0, 219.0, 596.0, 241.0, 0.769286036491394, 2.0], [577.0, 206.0, 595.0, 219.0, 0.6398657560348511, 2.0], [0.0, 141.0, 20.0, 158.0, 0.5872742533683777, 2.0], [395.0, 182.0, 408.0, 192.0, 0.5115639567375183, 2.0], [531.0, 190.0, 547.0, 203.0, 0.4691125750541687, 2.0], [556.0, 181.0, 570.0, 193.0, 0.45816025137901306, 2.0], [508.0, 191.0, 521.0, 205.0, 0.2862580716609955, 2.0], [501.0, 178.0, 512.0, 189.0, 0.28464192152023315, 2.0]]"
134,"[[734.0, 348.0, 858.0, 427.0, 0.921249508857727, 2.0], [765.0, 270.0, 835.0, 310.0, 0.9062283635139465, 2.0], [535.0, 231.0, 561.0, 254.0, 0.8441269993782043, 2.0], [674.0, 234.0, 712.0, 256.0, 0.8325397372245789, 2.0], [564.0, 218.0, 592.0, 240.0, 0.8288140296936035, 2.0], [631.0, 212.0, 660.0, 230.0, 0.8078449964523315, 2.0], [343.0, 224.0, 373.0, 250.0, 0.780609130859375, 2.0], [398.0, 199.0, 417.0, 211.0, 0.7727541327476501, 2.0], [266.0, 217.0, 299.0, 239.0, 0.7568275332450867, 2.0], [577.0, 205.0, 594.0, 218.0, 0.6652895212173462, 2.0], [0.0, 140.0, 16.0, 157.0, 0.5055462121963501, 2.0], [395.0, 183.0, 407.0, 192.0, 0.4792129695415497, 2.0], [507.0, 190.0, 521.0, 205.0, 0.42157042026519775, 2.0], [531.0, 190.0, 544.0, 202.0, 0.36030012369155884, 2.0], [557.0, 181.0, 569.0, 193.0, 0.32848259806632996, 2.0], [502.0, 179.0, 511.0, 189.0, 0.3073490262031555, 2.0], [545.0, 185.0, 557.0, 194.0, 0.2863762676715851, 2.0]]"
135,"[[723.0, 338.0, 839.0, 415.0, 0.9150271415710449, 2.0], [759.0, 268.0, 826.0, 307.0, 0.9006237387657166, 2.0], [534.0, 230.0, 560.0, 251.0, 0.8588177561759949, 2.0], [672.0, 232.0, 708.0, 254.0, 0.8145992755889893, 2.0], [563.0, 218.0, 591.0, 238.0, 0.8114591240882874, 2.0], [629.0, 212.0, 657.0, 230.0, 0.7788909673690796, 2.0], [263.0, 218.0, 296.0, 241.0, 0.7361207008361816, 2.0], [397.0, 200.0, 417.0, 212.0, 0.7355222105979919, 2.0], [341.0, 226.0, 371.0, 252.0, 0.7265874743461609, 2.0], [0.0, 140.0, 13.0, 157.0, 0.6095830798149109, 2.0], [574.0, 204.0, 593.0, 217.0, 0.5769385695457458, 2.0], [394.0, 183.0, 407.0, 193.0, 0.5215492844581604, 2.0], [549.0, 182.0, 568.0, 193.0, 0.47957661747932434, 2.0], [507.0, 190.0, 521.0, 204.0, 0.469825804233551, 2.0], [530.0, 189.0, 544.0, 202.0, 0.3782547116279602, 2.0], [501.0, 179.0, 511.0, 188.0, 0.37367385625839233, 2.0], [545.0, 184.0, 557.0, 194.0, 0.27237769961357117, 2.0]]"
136,"[[713.0, 331.0, 821.0, 404.0, 0.9199075102806091, 2.0], [752.0, 265.0, 817.0, 303.0, 0.8855783343315125, 2.0], [533.0, 230.0, 559.0, 250.0, 0.8807817697525024, 2.0], [668.0, 231.0, 704.0, 252.0, 0.84859699010849, 2.0], [561.0, 217.0, 590.0, 237.0, 0.8276559710502625, 2.0], [338.0, 227.0, 370.0, 254.0, 0.8088348507881165, 2.0], [628.0, 211.0, 655.0, 230.0, 0.8048155903816223, 2.0], [260.0, 219.0, 292.0, 243.0, 0.7820024490356445, 2.0], [395.0, 201.0, 415.0, 212.0, 0.7131360173225403, 2.0], [554.0, 181.0, 568.0, 193.0, 0.5527486205101013, 2.0], [574.0, 204.0, 592.0, 216.0, 0.5497413277626038, 2.0], [393.0, 184.0, 407.0, 193.0, 0.5371392369270325, 2.0], [0.0, 141.0, 12.0, 159.0, 0.45701202750205994, 2.0], [544.0, 184.0, 558.0, 194.0, 0.3688008785247803, 2.0], [506.0, 191.0, 521.0, 204.0, 0.35248395800590515, 2.0], [530.0, 189.0, 543.0, 201.0, 0.34231823682785034, 2.0], [424.0, 166.0, 436.0, 172.0, 0.26089170575141907, 2.0]]"
137,"[[704.0, 324.0, 806.0, 393.0, 0.9214180111885071, 2.0], [746.0, 263.0, 808.0, 299.0, 0.8960831165313721, 2.0], [665.0, 230.0, 701.0, 250.0, 0.8462434411048889, 2.0], [561.0, 215.0, 589.0, 236.0, 0.8342282176017761, 2.0], [626.0, 210.0, 653.0, 228.0, 0.8331143856048584, 2.0], [257.0, 220.0, 290.0, 244.0, 0.8031659126281738, 2.0], [533.0, 228.0, 557.0, 248.0, 0.8000674247741699, 2.0], [335.0, 229.0, 368.0, 257.0, 0.7737352848052979, 2.0], [394.0, 202.0, 414.0, 213.0, 0.7271046042442322, 2.0], [572.0, 203.0, 591.0, 216.0, 0.5937541127204895, 2.0], [554.0, 181.0, 568.0, 192.0, 0.55147385597229, 2.0], [393.0, 184.0, 406.0, 193.0, 0.4908953309059143, 2.0], [544.0, 184.0, 556.0, 193.0, 0.36311301589012146, 2.0], [506.0, 190.0, 520.0, 204.0, 0.3554498255252838, 2.0], [530.0, 189.0, 543.0, 201.0, 0.26669150590896606, 2.0]]"
138,"[[532.0, 228.0, 557.0, 246.0, 0.885298490524292, 2.0], [741.0, 259.0, 801.0, 296.0, 0.882692813873291, 2.0], [695.0, 318.0, 792.0, 382.0, 0.8483697175979614, 2.0], [624.0, 209.0, 650.0, 228.0, 0.8350075483322144, 2.0], [254.0, 220.0, 287.0, 245.0, 0.8231895565986633, 2.0], [663.0, 230.0, 697.0, 248.0, 0.8171167969703674, 2.0], [332.0, 230.0, 365.0, 259.0, 0.8070142865180969, 2.0], [561.0, 215.0, 586.0, 235.0, 0.7992480993270874, 2.0], [394.0, 201.0, 413.0, 215.0, 0.7890970706939697, 2.0], [571.0, 202.0, 590.0, 215.0, 0.7390636205673218, 2.0], [392.0, 186.0, 405.0, 194.0, 0.5466418266296387, 2.0], [553.0, 181.0, 568.0, 192.0, 0.48240527510643005, 2.0], [529.0, 189.0, 542.0, 202.0, 0.41330480575561523, 2.0], [543.0, 184.0, 553.0, 194.0, 0.3446216285228729, 2.0], [506.0, 190.0, 520.0, 204.0, 0.3069460391998291, 2.0]]"
139,"[[531.0, 226.0, 555.0, 245.0, 0.8942766189575195, 2.0], [734.0, 259.0, 794.0, 293.0, 0.8915629982948303, 2.0], [687.0, 312.0, 778.0, 373.0, 0.8625960350036621, 2.0], [659.0, 229.0, 694.0, 248.0, 0.8593395352363586, 2.0], [250.0, 221.0, 284.0, 247.0, 0.8567841649055481, 2.0], [623.0, 209.0, 648.0, 227.0, 0.8544207811355591, 2.0], [329.0, 231.0, 363.0, 262.0, 0.8361274600028992, 2.0], [558.0, 214.0, 584.0, 234.0, 0.830681324005127, 2.0], [393.0, 202.0, 412.0, 216.0, 0.8137871026992798, 2.0], [570.0, 202.0, 588.0, 215.0, 0.7674520611763, 2.0], [392.0, 186.0, 404.0, 195.0, 0.551622748374939, 2.0], [553.0, 181.0, 566.0, 192.0, 0.4384668171405792, 2.0], [542.0, 184.0, 552.0, 193.0, 0.37627455592155457, 2.0], [506.0, 190.0, 520.0, 203.0, 0.3692234754562378, 2.0], [530.0, 187.0, 542.0, 200.0, 0.3210400938987732, 2.0], [424.0, 166.0, 438.0, 172.0, 0.2791064977645874, 2.0]]"
140,"[[529.0, 224.0, 554.0, 244.0, 0.8713082075119019, 2.0], [557.0, 213.0, 583.0, 233.0, 0.8656370639801025, 2.0], [246.0, 222.0, 284.0, 248.0, 0.8565351366996765, 2.0], [679.0, 306.0, 767.0, 364.0, 0.8202969431877136, 2.0], [731.0, 257.0, 787.0, 291.0, 0.8178226351737976, 2.0], [658.0, 227.0, 690.0, 247.0, 0.8105297088623047, 2.0], [393.0, 203.0, 411.0, 218.0, 0.7995784282684326, 2.0], [620.0, 208.0, 646.0, 226.0, 0.7945799827575684, 2.0], [325.0, 233.0, 361.0, 264.0, 0.747553825378418, 2.0], [570.0, 202.0, 587.0, 215.0, 0.7392256855964661, 2.0], [390.0, 186.0, 404.0, 195.0, 0.5778643488883972, 2.0], [541.0, 183.0, 552.0, 192.0, 0.4192937910556793, 2.0], [504.0, 190.0, 519.0, 202.0, 0.4175226390361786, 2.0], [529.0, 187.0, 542.0, 200.0, 0.40795403718948364, 2.0], [554.0, 181.0, 566.0, 192.0, 0.3104146718978882, 2.0], [423.0, 166.0, 435.0, 173.0, 0.2919445335865021, 2.0]]"
141,"[[654.0, 227.0, 687.0, 245.0, 0.8392321467399597, 2.0], [556.0, 213.0, 581.0, 231.0, 0.8383170962333679, 2.0], [528.0, 222.0, 552.0, 242.0, 0.8365799784660339, 2.0], [672.0, 301.0, 755.0, 358.0, 0.830320417881012, 2.0], [244.0, 224.0, 280.0, 250.0, 0.8286808729171753, 2.0], [390.0, 204.0, 409.0, 218.0, 0.8262194395065308, 2.0], [619.0, 207.0, 644.0, 225.0, 0.8149480819702148, 2.0], [724.0, 254.0, 780.0, 287.0, 0.8101522326469421, 2.0], [570.0, 201.0, 586.0, 214.0, 0.7206619381904602, 2.0], [322.0, 235.0, 358.0, 267.0, 0.6939982771873474, 2.0], [390.0, 187.0, 403.0, 196.0, 0.6742278337478638, 2.0], [528.0, 187.0, 542.0, 200.0, 0.498177707195282, 2.0], [504.0, 189.0, 519.0, 202.0, 0.3483830392360687, 2.0], [553.0, 181.0, 565.0, 192.0, 0.318231463432312, 2.0], [541.0, 184.0, 552.0, 194.0, 0.28832027316093445, 2.0]]"
142,"[[666.0, 296.0, 744.0, 351.0, 0.8902018666267395, 2.0], [652.0, 226.0, 683.0, 245.0, 0.8846919536590576, 2.0], [389.0, 206.0, 409.0, 220.0, 0.8454046249389648, 2.0], [720.0, 253.0, 773.0, 284.0, 0.8307369947433472, 2.0], [618.0, 207.0, 642.0, 225.0, 0.8304358124732971, 2.0], [240.0, 225.0, 277.0, 251.0, 0.8298900127410889, 2.0], [555.0, 212.0, 580.0, 230.0, 0.8276287317276001, 2.0], [527.0, 222.0, 551.0, 241.0, 0.8237453103065491, 2.0], [318.0, 237.0, 356.0, 270.0, 0.7526879906654358, 2.0], [569.0, 201.0, 585.0, 213.0, 0.7007270455360413, 2.0], [389.0, 188.0, 402.0, 196.0, 0.6451918482780457, 2.0], [527.0, 187.0, 541.0, 200.0, 0.46184617280960083, 2.0], [504.0, 189.0, 518.0, 202.0, 0.41814085841178894, 2.0], [553.0, 180.0, 565.0, 192.0, 0.27507221698760986, 2.0]]"
143,"[[714.0, 251.0, 766.0, 282.0, 0.8683277368545532, 2.0], [388.0, 205.0, 409.0, 221.0, 0.8333114981651306, 2.0], [554.0, 212.0, 578.0, 229.0, 0.824298083782196, 2.0], [526.0, 221.0, 549.0, 239.0, 0.8215287327766418, 2.0], [660.0, 291.0, 736.0, 344.0, 0.8180601596832275, 2.0], [649.0, 225.0, 680.0, 243.0, 0.808134138584137, 2.0], [616.0, 207.0, 640.0, 225.0, 0.7851701974868774, 2.0], [236.0, 226.0, 277.0, 254.0, 0.7825401425361633, 2.0], [388.0, 188.0, 401.0, 196.0, 0.7344677448272705, 2.0], [315.0, 239.0, 353.0, 272.0, 0.7198960185050964, 2.0], [527.0, 188.0, 540.0, 200.0, 0.511705756187439, 2.0], [567.0, 201.0, 583.0, 213.0, 0.49432244896888733, 2.0], [504.0, 188.0, 518.0, 202.0, 0.44462573528289795, 2.0], [553.0, 181.0, 564.0, 191.0, 0.28619852662086487, 2.0], [541.0, 183.0, 553.0, 192.0, 0.27483391761779785, 2.0]]"
144,"[[710.0, 248.0, 760.0, 279.0, 0.8629480600357056, 2.0], [526.0, 220.0, 548.0, 237.0, 0.8610678315162659, 2.0], [232.0, 227.0, 272.0, 255.0, 0.8393862247467041, 2.0], [387.0, 207.0, 408.0, 221.0, 0.838428258895874, 2.0], [653.0, 286.0, 726.0, 339.0, 0.8369786143302917, 2.0], [553.0, 211.0, 577.0, 229.0, 0.8330496549606323, 2.0], [614.0, 207.0, 638.0, 224.0, 0.8026389479637146, 2.0], [647.0, 224.0, 677.0, 241.0, 0.7964115738868713, 2.0], [387.0, 188.0, 401.0, 198.0, 0.7103158831596375, 2.0], [311.0, 242.0, 349.0, 275.0, 0.6998187303543091, 2.0], [566.0, 201.0, 582.0, 213.0, 0.5195779204368591, 2.0], [503.0, 188.0, 517.0, 201.0, 0.43925631046295166, 2.0], [526.0, 187.0, 540.0, 199.0, 0.4019600749015808, 2.0], [552.0, 180.0, 564.0, 191.0, 0.3300827443599701, 2.0], [422.0, 166.0, 436.0, 174.0, 0.25166240334510803, 2.0]]"
145,"[[386.0, 208.0, 408.0, 221.0, 0.8629471063613892, 2.0], [705.0, 246.0, 755.0, 276.0, 0.8491064310073853, 2.0], [229.0, 228.0, 269.0, 257.0, 0.8482875227928162, 2.0], [525.0, 219.0, 547.0, 237.0, 0.8426585793495178, 2.0], [644.0, 224.0, 674.0, 241.0, 0.8334872126579285, 2.0], [552.0, 209.0, 575.0, 228.0, 0.8045890927314758, 2.0], [307.0, 243.0, 347.0, 280.0, 0.7804623246192932, 2.0], [649.0, 282.0, 717.0, 331.0, 0.7750451564788818, 2.0], [614.0, 206.0, 636.0, 223.0, 0.729348361492157, 2.0], [386.0, 188.0, 400.0, 198.0, 0.6956896185874939, 2.0], [566.0, 200.0, 581.0, 212.0, 0.5873178839683533, 2.0], [526.0, 188.0, 539.0, 199.0, 0.5564602613449097, 2.0], [503.0, 187.0, 517.0, 200.0, 0.40732815861701965, 2.0], [552.0, 180.0, 563.0, 190.0, 0.36420103907585144, 2.0], [944.0, 354.0, 960.0, 383.0, 0.35507932305336, 2.0], [421.0, 166.0, 435.0, 174.0, 0.26042118668556213, 2.0]]"
146,"[[385.0, 209.0, 406.0, 223.0, 0.8996476531028748, 2.0], [699.0, 245.0, 749.0, 274.0, 0.8443341255187988, 2.0], [524.0, 218.0, 546.0, 236.0, 0.8287805318832397, 2.0], [552.0, 208.0, 574.0, 226.0, 0.8269752264022827, 2.0], [642.0, 222.0, 671.0, 239.0, 0.7655898332595825, 2.0], [611.0, 205.0, 635.0, 221.0, 0.7499550580978394, 2.0], [225.0, 230.0, 266.0, 258.0, 0.7434692978858948, 2.0], [386.0, 189.0, 400.0, 199.0, 0.6931712627410889, 2.0], [642.0, 278.0, 709.0, 326.0, 0.6485115885734558, 2.0], [303.0, 245.0, 344.0, 282.0, 0.6374844312667847, 2.0], [565.0, 199.0, 580.0, 211.0, 0.5654258728027344, 2.0], [526.0, 188.0, 538.0, 199.0, 0.49957534670829773, 2.0], [927.0, 347.0, 960.0, 380.0, 0.4850732088088989, 2.0], [503.0, 186.0, 516.0, 199.0, 0.4390261471271515, 2.0], [552.0, 180.0, 562.0, 190.0, 0.28330639004707336, 2.0], [421.0, 165.0, 434.0, 175.0, 0.26764997839927673, 2.0]]"
147,"[[384.0, 209.0, 405.0, 224.0, 0.8477491140365601, 2.0], [697.0, 243.0, 743.0, 271.0, 0.8293179273605347, 2.0], [523.0, 217.0, 545.0, 234.0, 0.8239948749542236, 2.0], [610.0, 204.0, 633.0, 220.0, 0.8200114369392395, 2.0], [912.0, 334.0, 960.0, 379.0, 0.8082353472709656, 2.0], [550.0, 208.0, 573.0, 226.0, 0.8051548004150391, 2.0], [640.0, 221.0, 669.0, 238.0, 0.7858630418777466, 2.0], [221.0, 230.0, 262.0, 260.0, 0.7697737812995911, 2.0], [298.0, 246.0, 341.0, 285.0, 0.7370471954345703, 2.0], [384.0, 189.0, 400.0, 199.0, 0.7284584045410156, 2.0], [639.0, 274.0, 702.0, 321.0, 0.6936760544776917, 2.0], [563.0, 198.0, 578.0, 209.0, 0.5538607835769653, 2.0], [525.0, 187.0, 538.0, 198.0, 0.5320923924446106, 2.0], [502.0, 186.0, 516.0, 199.0, 0.48802152276039124, 2.0], [550.0, 179.0, 562.0, 190.0, 0.35055291652679443, 2.0]]"
148,"[[896.0, 329.0, 960.0, 381.0, 0.8756301999092102, 2.0], [638.0, 220.0, 666.0, 236.0, 0.8685417771339417, 2.0], [692.0, 240.0, 738.0, 268.0, 0.8405119776725769, 2.0], [382.0, 210.0, 403.0, 224.0, 0.8404163122177124, 2.0], [216.0, 230.0, 259.0, 261.0, 0.8197778463363647, 2.0], [608.0, 203.0, 631.0, 220.0, 0.8126866221427917, 2.0], [522.0, 216.0, 544.0, 232.0, 0.7963578104972839, 2.0], [549.0, 207.0, 572.0, 224.0, 0.7963268160820007, 2.0], [634.0, 271.0, 695.0, 315.0, 0.7655074596405029, 2.0], [384.0, 190.0, 399.0, 200.0, 0.7211123108863831, 2.0], [293.0, 248.0, 337.0, 288.0, 0.6165245771408081, 2.0], [524.0, 187.0, 538.0, 198.0, 0.5600062012672424, 2.0], [562.0, 198.0, 578.0, 208.0, 0.5277847647666931, 2.0], [502.0, 185.0, 516.0, 199.0, 0.380219042301178, 2.0], [549.0, 179.0, 562.0, 190.0, 0.30011025071144104, 2.0]]"
149,"[[883.0, 322.0, 960.0, 374.0, 0.9091327786445618, 2.0], [689.0, 239.0, 733.0, 267.0, 0.8725306987762451, 2.0], [636.0, 219.0, 664.0, 236.0, 0.8402294516563416, 2.0], [381.0, 210.0, 403.0, 226.0, 0.8231651186943054, 2.0], [522.0, 215.0, 543.0, 231.0, 0.7941482067108154, 2.0], [547.0, 206.0, 570.0, 223.0, 0.786196768283844, 2.0], [607.0, 202.0, 629.0, 219.0, 0.7800085544586182, 2.0], [632.0, 268.0, 688.0, 310.0, 0.7723157405853271, 2.0], [211.0, 232.0, 256.0, 263.0, 0.7662609219551086, 2.0], [384.0, 190.0, 398.0, 200.0, 0.6443408131599426, 2.0], [288.0, 251.0, 334.0, 292.0, 0.6089376211166382, 2.0], [561.0, 197.0, 577.0, 208.0, 0.5800960659980774, 2.0], [525.0, 187.0, 537.0, 198.0, 0.5729402899742126, 2.0], [549.0, 178.0, 561.0, 188.0, 0.4832306206226349, 2.0], [502.0, 185.0, 516.0, 198.0, 0.4330439269542694, 2.0], [537.0, 179.0, 559.0, 189.0, 0.262263685464859, 2.0]]"
150,"[[870.0, 316.0, 960.0, 366.0, 0.9164474010467529, 2.0], [685.0, 238.0, 729.0, 265.0, 0.8625300526618958, 2.0], [521.0, 214.0, 542.0, 229.0, 0.8211413025856018, 2.0], [282.0, 255.0, 330.0, 296.0, 0.8188244700431824, 2.0], [605.0, 201.0, 628.0, 218.0, 0.814803421497345, 2.0], [634.0, 218.0, 662.0, 234.0, 0.8109830617904663, 2.0], [380.0, 210.0, 402.0, 226.0, 0.8093124628067017, 2.0], [207.0, 234.0, 252.0, 265.0, 0.800012469291687, 2.0], [546.0, 205.0, 570.0, 223.0, 0.7876630425453186, 2.0], [383.0, 190.0, 397.0, 201.0, 0.7169095873832703, 2.0], [625.0, 264.0, 682.0, 306.0, 0.6885541081428528, 2.0], [501.0, 185.0, 514.0, 198.0, 0.5543571710586548, 2.0], [561.0, 197.0, 576.0, 207.0, 0.5452892780303955, 2.0], [524.0, 186.0, 537.0, 196.0, 0.5321141481399536, 2.0], [546.0, 178.0, 560.0, 188.0, 0.42629799246788025, 2.0]]"
151,"[[858.0, 311.0, 959.0, 359.0, 0.9143809080123901, 2.0], [682.0, 236.0, 724.0, 263.0, 0.8720723390579224, 2.0], [546.0, 203.0, 568.0, 221.0, 0.8368520736694336, 2.0], [202.0, 234.0, 248.0, 267.0, 0.8342414498329163, 2.0], [521.0, 213.0, 542.0, 228.0, 0.8222483992576599, 2.0], [624.0, 262.0, 676.0, 302.0, 0.7689183354377747, 2.0], [605.0, 201.0, 627.0, 217.0, 0.7529239058494568, 2.0], [378.0, 211.0, 400.0, 227.0, 0.7424024939537048, 2.0], [631.0, 217.0, 658.0, 233.0, 0.7319464087486267, 2.0], [381.0, 190.0, 397.0, 201.0, 0.6981332302093506, 2.0], [276.0, 257.0, 326.0, 300.0, 0.6666826009750366, 2.0], [524.0, 186.0, 536.0, 196.0, 0.5766366720199585, 2.0], [561.0, 196.0, 575.0, 207.0, 0.5474448204040527, 2.0], [500.0, 184.0, 515.0, 197.0, 0.5442299246788025, 2.0], [547.0, 178.0, 560.0, 188.0, 0.48855599761009216, 2.0], [421.0, 165.0, 433.0, 175.0, 0.25135040283203125, 2.0]]"
152,"[[847.0, 305.0, 944.0, 352.0, 0.9048717021942139, 2.0], [678.0, 234.0, 719.0, 260.0, 0.8346337080001831, 2.0], [196.0, 235.0, 245.0, 269.0, 0.8012861609458923, 2.0], [546.0, 203.0, 567.0, 221.0, 0.780880331993103, 2.0], [377.0, 212.0, 399.0, 228.0, 0.7499270439147949, 2.0], [630.0, 216.0, 656.0, 232.0, 0.724993109703064, 2.0], [520.0, 211.0, 540.0, 226.0, 0.6931383013725281, 2.0], [618.0, 259.0, 671.0, 298.0, 0.6931174397468567, 2.0], [381.0, 190.0, 396.0, 201.0, 0.6744363903999329, 2.0], [603.0, 201.0, 624.0, 216.0, 0.6455526947975159, 2.0], [269.0, 258.0, 322.0, 305.0, 0.5634434819221497, 2.0], [546.0, 177.0, 560.0, 188.0, 0.5532169938087463, 2.0], [500.0, 184.0, 515.0, 196.0, 0.511299192905426, 2.0], [561.0, 194.0, 574.0, 206.0, 0.4745582640171051, 2.0], [523.0, 183.0, 535.0, 195.0, 0.3639291226863861, 2.0]]"
